"","id","family_id","name","latitude","longitude"
"922","nalu1240","atla1278","Nalu",11.0397,-14.8188
"923","namb1291","atla1278","Nambya",-19.0899,26.0394
"924","nand1264","atla1278","Nande",-0.24904,29.0243
"925","nane1238","atla1278","Nanerigé Sénoufo",11.7548,-4.92148
"926","nate1242","atla1278","Nateni",10.5191,1.21879
"927","nath1238","atla1278","Nathembo",-16.0973,39.9062
"928","nati1243","atla1278","Natioro",10.7176,-5.19517
"929","nawd1238","atla1278","Nawdm",7.17037,0.58553
"930","nawu1242","atla1278","Nawuri",8.45116,0.04947
"931","ncan1245","atla1278","Ncane-Mungong",6.50696,10.5312
"932","nchu1238","atla1278","Nchumbulu",7.6302,-1.30881
"933","ndai1238","atla1278","Ndai",8.09039,14.2888
"934","ndak1241","atla1278","Ndaka",1.53341,27.9693
"935","ndak1242","atla1278","Ndaktup",6.7,11.03
"936","ndal1241","atla1278","Ndali",-9.88948,33.6118
"937","ndam1239","atla1278","Ndamba",-8.40485,36.0271
"938","ndam1254","atla1278","Ndambomo",-0.82,12.77
"939","ndan1241","atla1278","Nda'nda'",5.14715,10.3942
"940","ndas1238","atla1278","Ndasa",-2.449015,13.369465
"941","ndau1241","atla1278","Ndau",-20.1239,33.1739
"942","ndem1249","atla1278","Ndemli",4.58061,10.2197
"943","nden1248","atla1278","Ndengereko",-7.54628,38.958
"944","nden1249","atla1278","Ndendeule",-10.4203,36.0105
"945","nden1250","atla1278","Nde-Nsele-Nta",6.17426,8.49836
"946","ndob1238","atla1278","Ndobo",1.32539,18.6151
"947","ndoe1238","atla1278","Ndoe",6.08134,8.69131
"948","ndog1248","atla1278","Ndogo",7.73028,27.5588
"949","ndol1238","atla1278","Ndolo",2.15101,19.4087
"950","ndom1244","atla1278","Ndombe",-12.96548,13.37097
"951","ndon1254","atla1278","Ndonga",-17.22,17.35
"952","ndoo1241","atla1278","Ndoola",7.2884,11.3096
"953","ndum1239","atla1278","Ndumu",-1.67033,13.7279
"954","ndun1249","atla1278","Ndunga",2.3886,21.5755
"955","ndun1251","atla1278","Ndunda",6.73205,11.11047
"956","ndut1239","atla1278","Ndut",14.925,-16.9811
"957","ndwe1234","atla1278","Ndwewe",-8.94,36.13
"958","ndze1235","atla1278","Ndzerem",6.07,10.66
"959","ndzw1235","atla1278","Ndzwani Comorian",-12.2123,44.3709
"960","ngal1296","atla1278","Ngala-Santandrea",6.63187,24.61853
"961","ngam1267","atla1278","Ngamambo",5.87975,10.0779
"962","ngan1299","atla1278","Ngangam",10.2523,0.70509
"963","ngan1300","atla1278","Ngandyera",-16.6359,21.1928
"964","ngan1302","atla1278","Ngando-Lalia",-0.14363,22.6231
"965","ngan1304","atla1278","Ngando (Central African Republic)",3.71666,17.6499
"966","ngaz1238","atla1278","Ngazidja Comorian",-11.6129,43.36
"967","ngba1284","atla1278","Ngbaka Ma'bo",4,18.12
"968","ngba1285","atla1278","Ngbaka Minagende",2.98887,18.994
"969","ngba1287","atla1278","Ngbaka Manza",5.30167,18.4119
"970","ngbe1238","atla1278","Ngbee",3.60447,27.6529
"971","ngbi1238","atla1278","Ngbinda-Mayeka",3.27251,23.5669
"972","ngbu1241","atla1278","Ngbundu",3.82245,18.7183
"973","ngel1238","atla1278","Ngelima",1.81314,24.8754
"974","ngem1255","atla1278","Ngemba",5.97864,10.1469
"975","ngen1257","atla1278","Ngendelengo",-13.88747,13.12802
"976","ngie1241","atla1278","Ngiemboon",5.56777,10.1266
"977","ngie1242","atla1278","Ngie",5.93852,9.79389
"978","ngin1244","atla1278","Ngindo",-9.78145,37.9832
"979","ngom1268","atla1278","Ngombe (Democratic Republic of Congo)",1.45357,20.14148
"980","ngom1270","atla1278","Ngom",0.882925,14.1345
"981","ngom1271","atla1278","Ngombale",5.70306,10.1446
"982","ngom1272","atla1278","Ngomba",5.63067,10.237
"983","ngon1267","atla1278","Ngongo",-5.5,18.2
"984","ngon1269","atla1278","Tanzania-Mozambique Ngoni",-11.7794,37.4118
"985","ngos1238","atla1278","Ngoshie",6.04616,9.83193
"986","ngub1239","atla1278","Ngubi",-3.433411,10.768112
"987","ngul1246","atla1278","Ngulu",-5.79734,37.6823
"988","ngul1247","atla1278","Ngwii",-4.09816,19.5129
"989","ngum1255","atla1278","Ngumbi",1.72096,9.73613
"990","ngun1266","atla1278","Ngundu",4.88628,20.4218
"991","ngun1270","atla1278","Ngundi",3.02108,16.21457
"992","ngun1272","atla1278","Ngungwel",-1.82055,15.6218
"993","ngur1263","atla1278","Ngoreme",-1.8485,34.6173
"994","ngwe1238","atla1278","Ngwe",5.49787,9.9028
"995","ngwo1241","atla1278","Ngwo",6.17739,9.84369
"996","niel1243","atla1278","Niellim",9.70362,17.81346
"997","nige1253","atla1278","Hausa States Fulfulde",10.9972,11.1188
"998","nige1255","atla1278","Western Mambila",6.69736,11.3161
"999","nila1242","atla1278","Nilamba",-4.50002,34.3068
"1000","nimb1256","atla1278","Nimbari",9.67581,13.8266
"1001","nind1242","atla1278","Nindi",-11.2569,36.3116
"1002","ning1271","atla1278","Ningye",9.29341,8.43562
"1003","ninz1246","atla1278","Ninzo",8.95791,8.47328
"1004","njan1240","atla1278","Njanga",6.41,11.51
"1005","njeb1242","atla1278","Njebi",-2.18115,12.7063
"1006","njen1238","atla1278","Njen",5.75169,9.90439
"1007","njer1242","atla1278","Njerep",6.82183,11.521
"1008","njye1238","atla1278","Njyem",2.30483,14.1175
"1009","nkam1239","atla1278","Nkami",7.0556,-0.0372
"1010","nkan1238","atla1278","Nkangala",-13.3688,19.0476
"1011","nkar1238","atla1278","Nkari",5.43898,7.76345
"1012","nkem1242","atla1278","Nkem-Nkum",6.59158,8.68668
"1013","nkhu1238","atla1278","Nkhumbi",-15.4126,13.9704
"1014","nkon1245","atla1278","Nkonya-Nkami",7.20316,0.3209
"1015","nkon1247","atla1278","Nkongho",5.33848,9.80096
"1016","nkon1248","atla1278","Nkonya",7.20316,0.3209
"1017","nkoy1244","atla1278","Nkoya",-14.8513,24.7649
"1018","nkuk1238","atla1278","Nkukoli",5.7562,8.28051
"1019","nkut1238","atla1278","Nkutu",-3.67432,22.6802
"1020","nnam1238","atla1278","Nnam",6.31319,8.48975
"1021","noma1260","atla1278","Nomaande",4.5893,10.9157
"1022","noon1242","atla1278","Noon",14.792,-16.9205
"1023","noon1243","atla1278","Noone",6.37256,10.5707
"1024","nort2765","atla1278","Northern Kissi",8.7283,-10.4063
"1025","nort2770","atla1278","North Fali",9.9249,13.6567
"1026","nort2774","atla1278","Northern Ngbandi",3.56357,21.85251
"1027","nort2775","atla1278","Northwest Gbaya",5.9503,15.2569
"1028","nort2780","atla1278","Northern Dagara",11.0441,-3.0124
"1029","nort2784","atla1278","Northern Nuni",12.131,-2.98206
"1030","nort2787","atla1278","Northern Toussian",11.133,-4.88274
"1031","nort2795","atla1278","Zimbabwean Ndebele",-20.2513,27.4096
"1032","nort3247","atla1278","Northeast Bainounk",13.213,-15.835
"1033","nort3260","atla1278","Northern Alantika Vere",8.829761,12.850757
"1034","nort3345","atla1278","Northwestern Lingala",1.403245,19.782905
"1035","notr1240","atla1278","Notre",10.7025,1.27435
"1036","noyy1238","atla1278","Noy",9.42495,17.9136
"1037","nsar1238","atla1278","Nsari",6.63008,10.5993
"1038","nsen1242","atla1278","Nsenga",-15.3946,31.3544
"1039","nson1238","atla1278","Nsongo",-10.5166,16.7348
"1040","ntch1242","atla1278","Ntcham",9.23971,0.599275
"1041","nter1234","atla1278","Nterato",8.831601,0.097933
"1042","ntom1248","atla1278","Ntomba",-1.99062,18.265
"1043","nuba1241","atla1278","Nubaca",4.35696,11.029
"1044","nucl1240","atla1278","Mumuye",8.90347,11.71545
"1045","nucl1347","atla1278","Wolof",15.2534,-15.383
"1046","nucl1379","atla1278","Kinga",-9.35868,34.2321
"1047","nucl1396","atla1278","Sena",-19.7933,34.9829
"1048","nucl1417","atla1278","Igbo",4.62705,7.23441
"1049","nugu1242","atla1278","Nugunu (Cameroon)",4.63103,11.1837
"1050","numa1252","atla1278","Numana",9.16563,8.4657
"1051","nung1292","atla1278","Nungu",8.95481,8.62164
"1052","nupe1254","atla1278","Nupe-Nupe-Tako",9.18404,5.40031
"1053","nyak1260","atla1278","Nyakyusa-Ngonde",-9.71018,33.7763
"1054","nyal1250","atla1278","Nyali",1.92098,30.0201
"1055","nyam1275","atla1278","Nyamwanga",-9.11261,32.3163
"1056","nyam1276","atla1278","Nyamwezi",-5.08559,32.94452
"1057","nyam1277","atla1278","Nyambo",-1.6096,30.9156
"1058","nyan1302","atla1278","Nyangbo",6.82649,0.37152
"1059","nyan1303","atla1278","Nyanga-li",2.97634,29.1805
"1060","nyan1304","atla1278","Nyanga",-1.29357,28.31546
"1061","nyan1305","atla1278","Nyaneka",-15.9616,14.94
"1062","nyan1307","atla1278","Nyankole",-0.46364,30.548
"1063","nyan1308","atla1278","Nyanja",-14.8047,32.8108
"1064","nyan1311","atla1278","Nyanjang",6.6346,11.67572
"1065","nyar1245","atla1278","Nyarafolo Senoufo",9.66934,-5.11685
"1066","nyat1246","atla1278","Nyaturu",-5.12263,34.6657
"1067","nyem1238","atla1278","Nyemba",-15.709,18.2515
"1068","nyen1257","atla1278","Nyengo",-17.2314,22.4787
"1069","nyih1239","atla1278","Nyiha (Malawi)",-9.5372,33.0995
"1070","nyih1240","atla1278","Nyiha (Tanzania)",-9.4472,32.9057
"1071","nyik1246","atla1278","Nyika (Malawi and Zambia)",-10.0231,33.481
"1072","nyik1247","atla1278","Nyika (Tanzania)",-8.133,31.8127
"1073","nyin1248","atla1278","Nyindu",-3.03802,28.6434
"1074","nyok1243","atla1278","Nyokon",4.75,10.5
"1075","nyol1238","atla1278","Nyole",0.88072,33.9181
"1076","nyon1241","atla1278","Nyong",7.274185,11.061485
"1077","nyor1244","atla1278","Nyore",0.07523,34.6166
"1078","nyor1246","atla1278","Nyoro",0.95294,31.3493
"1079","nyun1248","atla1278","Nyungwe",-16.4757,33.0233
"1080","nzad1234","atla1278","Nzadi",-4.102208,20.194462
"1081","nzak1246","atla1278","Nzakambay",7.66745,15.6675
"1082","nzak1247","atla1278","Nzakara",4.79567,22.8254
"1083","nzim1238","atla1278","Nzima",5.1785,-2.81123
"1084","oban1244","atla1278","Obanliku",6.4794,9.27156
"1085","oblo1238","atla1278","Oblo",8.18943,14.29
"1086","obol1243","atla1278","Obolo",4.62851,7.81985
"1087","obul1238","atla1278","Obulom",4.72908,7.11671
"1088","obul1239","atla1278","Obulom-Ochichi",4.72908,7.11671
"1089","ochi1235","atla1278","O'chi'chi'",4.941269,7.138435
"1090","odua1238","atla1278","Odual",4.83273,6.41493
"1091","ogba1241","atla1278","Ogbah",5.25057,6.53895
"1092","ogbi1239","atla1278","Ogbia",4.75352,6.34034
"1093","ogbo1242","atla1278","Ogbogolo",4.90943,6.54706
"1094","ogbr1243","atla1278","Ogbronuagum",4.74842,6.9058
"1095","okob1241","atla1278","Okobo",5.02037,8.08696
"1096","okoe1238","atla1278","Oko-Eni-Osayen",7.53908,6.15725
"1097","okpa1238","atla1278","Okpamheri",7.33708,5.97843
"1098","okpe1249","atla1278","Okpe (Northwestern Edo)",7.29515,6.24719
"1099","okpe1250","atla1278","Okpe (Southwestern Edo)",7.22407,5.94885
"1100","okuu1243","atla1278","Oku",6.23712,10.5096
"1101","olib1234","atla1278","Oli-Bidiman",4.33,9.8
"1102","olom1241","atla1278","Oloma",7.01279,6.02767
"1103","olul1245","atla1278","Olulumo-Ikom",5.97709,8.56546
"1104","omba1241","atla1278","Ombamba-Congo",-2.75341,13.617
"1105","ombo1238","atla1278","Ombo",-2.32162,25.1748
"1106","orin1239","atla1278","Oring",6.68753,8.12005
"1107","orok1266","atla1278","Oroko",4.89504,9.15209
"1108","oroo1241","atla1278","Oro",4.86134,8.11394
"1109","osam1235","atla1278","Osamayi",-0.012,13.61
"1110","osat1238","atla1278","Osatu",6.20829,9.80188
"1111","osos1238","atla1278","Ososo",7.42868,6.21509
"1112","otan1238","atla1278","Otank",6.54809,9.34019
"1113","paas1238","atla1278","Paasaal",10.2004,-1.8048
"1114","pagi1243","atla1278","Pagibete",3.15636,22.1212
"1115","pala1342","atla1278","Palaka Senoufo",9.53815,-4.9271
"1116","pale1262","atla1278","Palen",10.6201,-5.3591
"1117","palo1243","atla1278","Palor",14.8628,-16.9557
"1118","pamb1243","atla1278","Pambia",3.739,26.61
"1119","pamm1242","atla1278","Pam (Cameroon)",7.97779,14.285
"1120","pana1293","atla1278","Pana (Central African Republic)",8.71518,13.6009
"1121","pana1295","atla1278","Pana (Burkina Faso)",13.3501,-3.36685
"1122","pana1298","atla1278","Panawa",10.008075,8.986221
"1123","pand1264","atla1278","Pande",3.57935,16.22754
"1124","pang1286","atla1278","Pangseng",9.304,11.196
"1125","pang1287","atla1278","Pangwa",-9.96782,34.8039
"1126","pape1239","atla1278","Papel",11.8977,-15.8388
"1127","pedi1238","atla1278","Pedi",-24.7993,29.4718
"1128","peee1238","atla1278","Pye",9.27191,9.56437
"1129","peer1241","atla1278","Peere",7.82186,12.2518
"1130","pele1244","atla1278","Pelende",-4.90877,17.3142
"1131","phen1239","atla1278","Phende",-5.64735,19.8275
"1132","phim1238","atla1278","Phimbi",-15.8364,33.3514
"1133","phui1238","atla1278","Phuie",11.02348,-3.47165
"1134","phut1246","atla1278","Phuthi",-30.42311,27.94815
"1135","pimb1238","atla1278","Pimbwe",-6.81358,31.4289
"1136","pinj1243","atla1278","Pinji",-1.90305,11.223
"1137","piny1238","atla1278","Pinyin",5.7991,10.0682
"1138","piti1243","atla1278","Piti",10.1361,8.47037
"1139","pogo1243","atla1278","Pogolo",-8.72283,36.4148
"1140","poke1238","atla1278","Poke",0.73538,23.8972
"1141","poko1261","atla1278","Pokomo",-2.31587,40.2897
"1142","pomo1271","atla1278","Pol",4.243,13.446
"1143","pomo1276","atla1278","Pomo-Kweso",1.83,16.17
"1144","pong1250","atla1278","Pongu",10.0823,6.3745
"1145","pula1262","atla1278","Pular",12.1826,-12.7338
"1146","pula1263","atla1278","Pulaar",13.8694,-13.4482
"1147","punu1239","atla1278","Punu",-2.67362,11.6714
"1148","putu1241","atla1278","Utugwang-Irungene-Afrike",6.65923,8.96041
"1149","rang1269","atla1278","Rang",8.001,10.58
"1150","resh1242","atla1278","Reshe",10.77046,4.62395
"1151","rish1234","atla1278","Rishiwa",10.169,8.3
"1152","rive1257","atla1278","Riverain Sango",4.32811,21.1733
"1153","rogo1238","atla1278","Rogo",10.56,6.946
"1154","romb1244","atla1278","Rombo",-3.07772,37.5382
"1155","rong1268","atla1278","Ronga",-26.7329,32.6167
"1156","rund1241","atla1278","Rundi-Kitwa",-3.022268,29.485248
"1157","rund1242","atla1278","Rundi",-2.94,29.97
"1158","rung1255","atla1278","Rungwa",-7.24959,31.7614
"1159","ruul1235","atla1278","Ruuli",1.41726,32.4179
"1160","ruun1238","atla1278","Ruund",-8.86971,21.4164
"1161","rwaa1238","atla1278","Rwa",-3.42862,36.7686
"1162","saaf1238","atla1278","Saafi-Saafi",14.625,-17.0568
"1163","saam1283","atla1278","Saamia",0.3652,34.0335
"1164","safa1243","atla1278","Safaliba",8.93768,-2.58467
"1165","safw1238","atla1278","Safwa",-8.54936,33.4766
"1166","saga1256","atla1278","Sagala",-6.98537,36.9153
"1167","saga1262","atla1278","Sagalla",-3.60164,38.5037
"1168","saka1287","atla1278","Sakata",-2.85653,17.9669
"1169","sake1247","atla1278","Sake",0.25188,11.787
"1170","sala1266","atla1278","Sala",-15.5848,27.4534
"1171","sala1268","atla1278","Salampasu",-5.44937,23.1502
"1172","sama1300","atla1278","Sama",-9.86931,13.8713
"1173","samb1305","atla1278","Samba Leko",8.19236,11.7366
"1174","samb1307","atla1278","Sambe",9.160672,8.505628
"1175","samb1309","atla1278","Samba",-6.21344,17.1658
"1176","samb1311","atla1278","Sama Mum",8.06905,11.7077
"1177","sang1328","atla1278","Sango",6.78584,20.1702
"1178","sang1329","atla1278","Sanga (Nigeria)",10.4157,8.83882
"1179","sang1330","atla1278","Sangu (Tanzania)",-8.4,33.9
"1180","sang1331","atla1278","Sanga (Democratic Republic of Congo)",-10.0236,26.8462
"1181","sang1333","atla1278","Sangu (Gabon)",-1.52694,11.9098
"1182","sans1272","atla1278","San Salvador Kongo",-5.7114,12.5372
"1183","sasa1247","atla1278","Sasaru",7.06193,6.07531
"1184","saxw1241","atla1278","Saxwe Gbe",6.58269,1.92015
"1185","seba1247","atla1278","Seba",-11.9396,27.5144
"1186","sege1246","atla1278","Segeju",-5.00659,39.12249
"1187","sehw1238","atla1278","Sehwi",6.3172,-2.73146
"1188","seki1238","atla1278","Seki",1.52302,9.79206
"1189","sekp1241","atla1278","Sekpele",7.16751,0.5886
"1190","sele1249","atla1278","Selee",7.17462,0.42458
"1191","sena1262","atla1278","Senar de Kankalaba",10.4987,-5.28216
"1192","seng1278","atla1278","Sengele",-1.92256,17.2965
"1193","sere1260","atla1278","Sereer",13.8941,-16.3916
"1194","sere1264","atla1278","Sere",4.71127,27.4688
"1195","shal1242","atla1278","Shall-Zwall",9.87556,9.64988
"1196","sham1277","atla1278","Shamang",9.47,8.05163
"1197","sham1278","atla1278","Shama-Sambuga",10.4369,6.20275
"1198","sham1280","atla1278","Shambala",-4.8,38.29
"1199","shan1278","atla1278","Shang",9.453585,7.859461
"1200","shan1291","atla1278","Shanjo",-17.309869,25.814035
"1201","shau1238","atla1278","Shau",10.275,9.06674
"1202","shem1239","atla1278","Shempire Senoufo",10.4867,-6.37129
"1203","shen1250","atla1278","Sheni",10.5256,8.63921
"1204","shen1251","atla1278","Sheni-Ziriya",10.52559,8.63921
"1205","sher1258","atla1278","Sherbro",7.77585,-12.7405
"1206","shii1238","atla1278","Shi",-2.55777,28.6122
"1207","shik1242","atla1278","Shiki",10.5238,9.72769
"1208","shiw1234","atla1278","Shiwa",-0.091645,11.947061
"1209","shon1251","atla1278","Shona",-17.20849,29.75725
"1210","shoo1247","atla1278","Shoo-Minda-Nye",8.92577,10.9642
"1211","shub1238","atla1278","Shubi",-2.97663,31.0681
"1212","sich1239","atla1278","Sichela",-8.51176,32.66077
"1213","sici1249","atla1278","Sìcìté Sénoufo",11.1789,-5.28932
"1214","sigh1238","atla1278","Sighu",-0.95605,13.1214
"1215","sima1258","atla1278","Simaa",-15.7434,22.6455
"1216","simb1254","atla1278","Simba",-1.28107,11.1783
"1217","sing1266","atla1278","Singa",-0.24587,33.8997
"1218","sira1266","atla1278","Sira",-1.78084,10.4635
"1219","siss1242","atla1278","Sissala of Burkina Faso",11.0916,-2.38217
"1220","siti1241","atla1278","Siti",9.1667,-2.75
"1221","siwu1238","atla1278","Siwu",7.23811,0.44362
"1222","soca1235","atla1278","So (Cameroon)",3.68257,12.525
"1223","sode1235","atla1278","So (Democratic Republic of Congo)",1.25037,23.6907
"1224","soga1242","atla1278","Soga",0.40456,33.3942
"1225","soli1239","atla1278","Soli",-15.5213,28.7934
"1226","somy1238","atla1278","Somyev",6.90525,11.4826
"1227","sond1250","atla1278","Sonde",-6.32223,18.3555
"1228","song1299","atla1278","Nsong-Mpiin",-4.55057,18.4978
"1229","song1300","atla1278","Songoora",-2.21871,26.3477
"1230","song1303","atla1278","Songe",-5.71993,25.2765
"1231","song1305","atla1278","Ohendo",-3.81041,21.4223
"1232","sout2778","atla1278","Southern Kisi",8.32448,-10.3377
"1233","sout2782","atla1278","South Fali",9.51408,13.6164
"1234","sout2784","atla1278","Southern Ngbandi",2.5414,19.5939
"1235","sout2785","atla1278","Southwest Gbaya",4.70037,14.9569
"1236","sout2787","atla1278","South Central Banda",2.94113,21.051
"1237","sout2789","atla1278","Central Dagaare",10.4226,-2.52265
"1238","sout2790","atla1278","Southern Birifor",9.2873,-2.72672
"1239","sout2795","atla1278","Southern Nuni",11.5186,-2.14385
"1240","sout2797","atla1278","Southern Toussian",10.877,-4.65678
"1241","sout2807","atla1278","Southern Sotho",-28.78,27.89
"1242","sout2808","atla1278","Sumayela Ndebele",-25.6272,29.048
"1243","suba1238","atla1278","Suba",-0.95719,34.1033
"1244","suba1252","atla1278","Suba-Simbiti",-1.103296,34.268
"1245","subi1246","atla1278","Subiya",-17.5696,24.8867
"1246","subi1247","atla1278","Subi",-2.93387,31.3594
"1247","suga1248","atla1278","Nizaa",7.12906,12.3779
"1248","suku1259","atla1278","Suku",-5.76495,17.7736
"1249","suku1261","atla1278","Sukuma",-3.16082,32.8765
"1250","suma1264","atla1278","Suma",7.0953,17.0093
"1251","sumb1240","atla1278","Sumbwa",-3.47335,31.9457
"1252","supy1237","atla1278","Supyire Senoufo",11.632,-5.87709
"1253","surr1238","atla1278","Sur",9.47958,9.49007
"1254","suru1258","atla1278","Vori",10.2254,8.27136
"1255","suun1239","atla1278","Suundi",-4.58488,13.3212
"1256","swah1253","atla1278","Swahili",-8.25605,37.624
"1257","swat1243","atla1278","Swati",-26,31.5
"1258","syan1242","atla1278","Syan",1.280475,34.337012
"1259","syen1235","atla1278","Syenara Senoufo",10.5954,-5.8581
"1260","taab1238","atla1278","Taabwa",-7.91416,29.5238
"1261","tach1242","atla1278","Tachoni",0.6079,34.8298
"1262","tafi1243","atla1278","Tafi",6.79522,0.39875
"1263","tagb1255","atla1278","Tagbu",7.76,27.71
"1264","tagw1240","atla1278","Tagwana Senoufo",8.67053,-5.17372
"1265","tait1250","atla1278","Taita",-3.79347,38.57254
"1266","takw1238","atla1278","Takwane",-16.2276,36.249
"1267","tali1258","atla1278","Talinga-Bwisi",0.676185,29.9494
"1268","tamp1252","atla1278","Tampulma",9.75577,-1.35467
"1269","tanj1247","atla1278","Rjili",9.40121,6.87432
"1270","tanz1241","atla1278","Tanzanian Ngoni",-11.779,35.459
"1271","taro1263","atla1278","Tarok",8.98356,10.0288
"1272","tave1240","atla1278","Taveta",-3.41822,37.7061
"1273","tawa1270","atla1278","Tawara",-16.0167,31.621
"1274","tchi1245","atla1278","Tchitchege",-2.03393,13.6001
"1275","tchu1241","atla1278","Tchumbuli",8.43449,2.55627
"1276","teee1242","atla1278","Tee",4.73213,7.37553
"1277","teen1242","atla1278","Téén",9.84556,-3.71183
"1278","teke1274","atla1278","Teke-Fuumu",-3.59003,15.5061
"1279","teke1275","atla1278","Latege",-1.61688,14.8664
"1280","teke1276","atla1278","Teke-Tyee",-3.50685,13.8668
"1281","teke1277","atla1278","Teke-Laali",-3.34458,13.2703
"1282","teke1278","atla1278","Teke-Eboo-Nzikou",-2.384219,15.623277
"1283","teke1279","atla1278","Teke-Nzikou",-2.65261,15.2047
"1284","teke1280","atla1278","Teke-Kukuya",-2.27122,14.4407
"1285","teke1281","atla1278","Teke-Tsaayi",-2.98028,13.8603
"1286","temb1270","atla1278","Tembo (Kitembo)",-1.91863,28.5778
"1287","temb1272","atla1278","Motembo-Kunda",2.0246,20.36849
"1288","teme1252","atla1278","Teme",8.74437,11.3894
"1289","temi1247","atla1278","Temi",-2.19303,35.8035
"1290","temm1241","atla1278","Tem",8.967,1.136
"1291","tepp1235","atla1278","Tep",6.675724,11.117363
"1292","tete1250","atla1278","Tetela",-4.29314,24.546
"1293","tewe1238","atla1278","Tewe",-18.4459,33.8246
"1294","thaa1239","atla1278","Tha",9.21338,11.1751
"1295","thar1283","atla1278","Tharaka",-0.13221,38.073
"1296","tibe1274","atla1278","Tibea",5.30535,11.3103
"1297","tief1242","atla1278","Tiefo-Daramandugu",10.7184,-4.52619
"1298","tief1244","atla1278","Tiefo-Nyafogo-Numudara",10.85,-4.45
"1299","tien1242","atla1278","Tiene",-2.84694,16.4765
"1300","tigo1236","atla1278","Tigon Mbembe",6.983995,10.70849
"1301","tika1246","atla1278","Tikar",5.87004,11.6104
"1302","timn1235","atla1278","Timne",8.90294,-12.3331
"1303","tita1240","atla1278","Tita",8.19382,10.1272
"1304","tivv1240","atla1278","Tiv",6.88039,9.26287
"1305","tofi1235","atla1278","Tofin Gbe",6.51774,2.43226
"1306","togb1241","atla1278","Togbo-Vara Banda",6.35815,22.7362
"1307","togo1252","atla1278","Togoyo",8.6629,25.9756
"1308","tomb1246","atla1278","Tombidi",-2.227418,12.362376
"1309","tong1318","atla1278","Tonga (Zambia)",-17.422325,27.103495
"1310","tong1320","atla1278","Tongwe",-6.43051,30.0807
"1311","tong1321","atla1278","Tonga (Nyasa)",-12.0816,34.0613
"1312","tooo1238","atla1278","To",7.25936,15.2819
"1313","toor1238","atla1278","Tooro",0.57291,30.6389
"1314","toro1249","atla1278","Toro",9.09143,8.58194
"1315","tote1238","atla1278","Totela",-16.9575,24.3751
"1316","tsaa1242","atla1278","Tsaangi",-2.29245,12.7581
"1317","tsik1238","atla1278","Tsikimba",9.60496,4.88739
"1318","tsis1238","atla1278","Salka-Tsishingini",10.2882,5.11073
"1319","tsog1243","atla1278","Tsogo",-1.55469,11.1359
"1320","tson1249","atla1278","Tsonga",-23.5754,31.8105
"1321","tsoo1241","atla1278","Tso",9.53256,11.4972
"1322","tsot1241","atla1278","Tsotso",0.2975,34.6961
"1323","tsuv1239","atla1278","Tsuvadi",10.8421,5.22095
"1324","tswa1237","atla1278","Tswapong",-23.40552,27.42009
"1325","tswa1253","atla1278","Tswana",-24.368,24.7587
"1326","tswa1255","atla1278","Tswa",-22.9891,32.4287
"1327","tuki1240","atla1278","Tuki",4.64348,11.5353
"1328","tula1252","atla1278","Tula",9.84629,11.52551
"1329","tumb1250","atla1278","Tumbuka",-11.3297,33.3738
"1330","tumu1242","atla1278","Tumulung Sisaala",10.63451,-1.79707
"1331","tune1261","atla1278","Tunen",4.75,10.67
"1332","tuni1251","atla1278","Tunia",9.42506,18.2059
"1333","tunz1235","atla1278","Tunzu",9.115793,10.029445
"1334","tuot1238","atla1278","Tuotomb",4.65626,10.6592
"1335","tupu1244","atla1278","Tupuri",10.0144,14.8697
"1336","turk1306","atla1278","Turka",10.7114,-4.92082
"1337","tuwu1238","atla1278","Tuwuli",7.31095,0.38008
"1338","twen1242","atla1278","Cambap-Langa",6.36656,11.7002
"1339","tyap1238","atla1278","Tyap",9.75568,8.3082
"1340","ubag1245","atla1278","Ubaghara",5.72343,7.96439
"1341","uban1243","atla1278","Ubang",6.40906,9.2616
"1342","udaa1238","atla1278","Uda",4.70196,8.06562
"1343","uham1238","atla1278","Uhami",7.38143,5.68537
"1344","ujin1234","atla1278","Ujindile",-9.24553,34.50936
"1345","ukaa1243","atla1278","Ukaan",7.59722,6.03933
"1346","ukal1234","atla1278","Ukalawa",-9.18589,35.28047
"1347","ukhw1241","atla1278","Ukhwejo",2.9095,16.267
"1348","ukpe1247","atla1278","Ukpe-Bayobiri",6.52883,9.02603
"1349","ukpe1249","atla1278","Ukpet-Ehom",5.58316,8.10047
"1350","ukue1238","atla1278","Ukue",7.41643,5.85139
"1351","ukwa1238","atla1278","Ukwa",5.59913,7.96002
"1352","ukwu1241","atla1278","Ukwuani-Aboh-Ndoni",5.78892,6.48559
"1353","uluk1257","atla1278","Ulukwumi",6.4974,6.59202
"1354","umbu1257","atla1278","Umbundu",-12.4763,14.4148
"1355","umon1238","atla1278","Umon",5.37438,8.10335
"1356","unem1238","atla1278","Uneme",6.97237,6.13427
"1357","urho1239","atla1278","Urhobo",5.31155,5.86148
"1358","usag1244","atla1278","Usaghade",4.78581,8.53463
"1359","utal1238","atla1278","Utalingoro",-9.4366,34.70918
"1360","uten1234","atla1278","Utengule",-8.94924,34.76754
"1361","uvbi1238","atla1278","Uvbie",5.44263,5.77303
"1362","uzek1238","atla1278","Uzekwe",6.58841,8.31399
"1363","vagh1247","atla1278","Kwangic",9.64648,9.56547
"1364","vagh1248","atla1278","Kadung",9.4798,9.34795
"1365","vagl1239","atla1278","Vagla",9.33848,-2.31333
