"","id","family_id","name","latitude","longitude"
"464","hiju1238","atla1278","Hijuk",4.39641,10.9081
"465","holo1240","atla1278","Holoholo",-5.37545,28.3274
"466","holu1245","atla1278","Holu",-8.14754,17.572
"467","homa1239","atla1278","Homa",4.97912,28.0039
"468","hone1235","atla1278","Hõne",9.79715,10.9206
"469","horo1245","atla1278","Horom",9.05742,8.98482
"470","hund1239","atla1278","Hunde",-1.46762,28.9308
"471","hung1276","atla1278","Hungworo",10.3243,6.3024
"472","hung1278","atla1278","Hungan",-3.69695,18.4312
"473","hung1280","atla1278","Hungu-Pombo",-9.164628,18.192062
"474","huns1239","atla1278","Hun-Saare",10.7898,5.07312
"475","hyam1245","atla1278","Hyam",9.57832,7.95163
"476","ibal1241","atla1278","Kwa South",-4.20697,15.3893
"477","ibib1240","atla1278","Ibibio",5.15279,7.86688
"478","ibin1241","atla1278","Ibino",4.59603,8.15254
"479","ibuo1242","atla1278","Ibuoro",5.49672,7.93108
"480","icev1238","atla1278","Iceve-Maci",6.42426,9.50264
"481","idak1243","atla1278","Idakho-Isukha-Tiriki",0.21557,34.817
"482","ider1238","atla1278","Idere",5.21188,8.0831
"483","idom1241","atla1278","Idoma",7.19139,7.71261
"484","idon1238","atla1278","Idon",10.2175,7.78151
"485","idun1241","atla1278","Dũya",9.12585,7.77525
"486","ifee1241","atla1278","Ifè",7.63568,1.58494
"487","igal1242","atla1278","Igala",7.34325,7.17974
"488","iged1239","atla1278","Igede",6.95522,8.27362
"489","igoo1238","atla1278","Igo",7.25499,0.67846
"490","igut1238","atla1278","Iguta",9.98505,8.81708
"491","igwe1238","atla1278","Igwe",7.10878,6.08157
"492","ihan1234","atla1278","Ihanja",-9.10589,34.6563
"493","ikaa1238","atla1278","Ika",6.36423,6.31058
"494","ikhi1234","atla1278","Ikhin-Arokho",7.146202,5.936957
"495","ikiz1238","atla1278","Ikizu",-1.9915,34.3589
"496","ikom1245","atla1278","Ikoma-Nata",-1.94989,34.5361
"497","ikoo1245","atla1278","Iko",4.56197,7.9866
"498","ikor1238","atla1278","Ikorom",7.06,5.09
"499","ikpe1243","atla1278","Ikpeshi",7.04475,6.17647
"500","ikpo1238","atla1278","Ikposo",7.44776,0.83312
"501","ikug1238","atla1278","Iku-Gora-Ankwa",10.27852,7.84105
"502","ikul1238","atla1278","Ikulu",10.1339,7.86684
"503","ikun1241","atla1278","Ikuna",-9.13708,34.9083
"504","ikwe1242","atla1278","Ikwere",5.04333,6.86651
"505","ilaa1246","atla1278","Ila",-15.60807,26.45548
"506","ilue1241","atla1278","Ilue",4.78618,8.25236
"507","ilwa1237","atla1278","Ilwana",-0.66322,39.793
"508","indr1247","atla1278","Indri",8.81513,25.9848
"509","ipul1238","atla1278","Ipulo-Olulu",6.2918,9.64676
"510","irig1241","atla1278","Irigwe",9.85197,8.6525
"511","isan1243","atla1278","Isanzu",-3.99991,34.846
"512","isek1239","atla1278","Isekiri",5.81898,5.5862
"513","isok1239","atla1278","Isoko",5.52889,6.24682
"514","isse1238","atla1278","Isenye",-2.019886,34.413574
"515","isuf1235","atla1278","Isu (Fako Division)",3.96758,9.36535
"516","isum1240","atla1278","Isu (Menchum Division)",6.63731,9.96577
"517","itam1234","atla1278","Itambo",-9.36073,35.32647
"518","itip1234","atla1278","Itipula",-9.34988,35.21523
"519","itoo1242","atla1278","Ito",5.14438,8.04626
"520","itum1245","atla1278","Itu Mbon Uzo",5.52679,7.80378
"521","ivbi1241","atla1278","Ivbie North-Okpela-Arhe",7.15307,6.21209
"522","iyay1238","atla1278","Iyayu",7.30076,5.84326
"523","iyiv1238","atla1278","Iyive",6.50437,9.53302
"524","izer1241","atla1278","Izere",9.5,8.7
"525","izie1238","atla1278","Izi-Ezaa-Ikwo-Mgbo",6.31831,8.03044
"526","izii1239","atla1278","Izi",6.33,8
"527","izor1238","atla1278","Izora",10.4735,8.76468
"528","jana1236","atla1278","Jan-Awei",9.661135,11.384125
"529","janj1240","atla1278","Janji",10.1197,8.63029
"530","jara1263","atla1278","Jarawa (Nigeria)",9.8,9.61
"531","jere1244","atla1278","Jere",10.1962,8.95834
"532","jiba1237","atla1278","Jiba",9.26508,11.5099
"533","jibu1239","atla1278","Jibu",7.49214,11.3086
"534","jiru1238","atla1278","Jiru",8.64125,10.5872
"535","jita1239","atla1278","Jita",-1.62681,33.9141
"536","jjuu1238","atla1278","Jju",9.83116,7.97167
"537","joba1238","atla1278","Joba",-3.45787,28.9978
"538","jola1262","atla1278","Jola-Esulalu",12.5089,-16.5539
"539","jola1263","atla1278","Jola-Fonyi",12.75752,-15.7354766667
"540","juku1254","atla1278","Jukun Takum",7.20236,10.2576
"541","jwir1241","atla1278","Jwira-Pepesa",5.10752,-2.10891
"542","kaam1238","atla1278","Kaamba",-4.0409,13.284
"543","kaan1246","atla1278","Kaansa",10.1675,-3.70994
"544","kaan1247","atla1278","Kaan",9.70781,12.1508
"545","kabi1261","atla1278","Kabiyé",8.96816,0.495023
"546","kabr1240","atla1278","Kabras",0.29,34.83
"547","kabw1241","atla1278","Kabwa",-1.7124,34.3923
"548","kabw1242","atla1278","Kabwari",-4.36966,29.1684
"549","kada1284","atla1278","Kadara",9.99696,7.45933
"550","kagf1238","atla1278","Ut-Main",11.5319,4.8387
"551","kago1247","atla1278","Kagoma",9.22607,8.18694
"552","kagu1239","atla1278","Kagulu",-6.38204,37.0534
"553","kahe1238","atla1278","Kahe",-3.51412,37.5759
"554","kaik1247","atla1278","Kaiku",0.75068,28.7394
"555","kaka1264","atla1278","Kakanda",8.33931,6.55923
"556","kako1242","atla1278","Kako",3.79989,15.6282
"557","kala1383","atla1278","Kalamsé",13.6106,-3.10033
"558","kala1384","atla1278","Kalanga",-21.2887,27.401
"559","kama1357","atla1278","Kamara",8.93891,-2.34944
"560","kama1358","atla1278","Kamantan",9.85455,7.7119
"561","kamb1297","atla1278","Kamba (Kenya)",-1.60827,37.9532
"562","kami1256","atla1278","Kami (Tanzania)",-6.71075,37.98
"563","kami1258","atla1278","Kami (Nigeria)",8.57444,6.66088
"564","kamm1249","atla1278","Kam",8.305,11.05611111
"565","kamo1254","atla1278","Kamo",10.0602,11.2712
"566","kamo1256","atla1278","Kamona Bijogo",11.525,-16.29
"567","kana1293","atla1278","Kanamalenga",-8.91872,34.63776
"568","kand1300","atla1278","Kande",-0.00776,11.7076
"569","kang1285","atla1278","Kango (Tshopo District)",1.59855,27.0186
"570","kang1286","atla1278","Kango (Bas-Uélé District)",3.47633,24.8202
"571","kani1277","atla1278","Kaningdon-Nindem",9.525,8.37644
"572","kani1279","atla1278","Kaningi",-1.71316,13.6111
"573","kant1249","atla1278","Kantosi",10.9703,-1.92807
"574","kanu1277","atla1278","Kanufi",9.55,8.6
"575","kanu1278","atla1278","Kanu",-1.82559,28.1017
"576","kany1247","atla1278","Kanyok",-7.31878,23.613
"577","kaon1241","atla1278","Kaonde",-12.4129,25.7646
"578","kapy1238","atla1278","Kapya",7.03256,10.0979
"579","kara1478","atla1278","Karang",8.01727,15.2114
"580","kara1481","atla1278","Kara (Tanzania)",-1.83511,33.0488
"581","kare1338","atla1278","Kare (Central African Republic)",7.05641,15.2207
"582","kari1306","atla1278","Kari",5.03525,25.7491
"583","karo1294","atla1278","Karon",12.9918,-16.7382
"584","kasa1248","atla1278","Kasanga",12.4173,-15.9413
"585","kase1253","atla1278","Kasem",11.0824,-1.39076
"586","kawa1291","atla1278","Kawaway",10.182111,18.571083
"587","kela1254","atla1278","Kela (Democratic Republic of Congo)",-1.39085,24.0051
"588","kele1255","atla1278","Kele-Foma",0.36906,24.3098
"589","kele1257","atla1278","Kélé",-0.78854,10.3836
"590","keme1240","atla1278","Kemezung",6.69577,10.4984
"591","kemp1234","atla1278","Kempee",-2.3,18
"592","kend1252","atla1278","Kendem",5.77429,9.63201
"593","kens1251","atla1278","Kenswei Nsei",6.01713,10.412
"594","keny1278","atla1278","Kenyi",1.1513,33.4791
"595","keny1279","atla1278","Kenyang",5.58288,9.55918
"596","kera1248","atla1278","Keerak",12.3652,-16.6857
"597","kere1283","atla1278","Kerewe",-2.09315,33.5326
"598","kete1252","atla1278","Kete",-7.15104,22.9027
"599","kgal1244","atla1278","Kgalagadi",-24.9208,22.72016
"600","khan1278","atla1278","Khana",4.70908,7.44363
"601","khay1238","atla1278","Khayo",0.54,34.25
"602","khee1238","atla1278","Khe",9.79704,-4.24384
"603","khis1238","atla1278","Khisa",9.72099,-4.05416
"604","kiku1240","atla1278","Kikuyu",-0.29005,36.719
"605","kimb1241","atla1278","Kimbundu",-8.97835,14.8893
"606","kimb1242","atla1278","Kimbu",-7.23023,33.6445
"607","kimm1246","atla1278","Kim",9.79442,15.8936
"608","kinu1239","atla1278","Kinuku",10.3524,8.1296
"609","kiny1244","atla1278","Kinyarwanda",-1.56771,29.6441
"610","kion1242","atla1278","Kiong",5.20497,8.35234
"611","kisa1263","atla1278","Kisa",0.1529,34.5708
"612","kisi1243","atla1278","Kisi",-9.93,34.4825
"613","kitu1245","atla1278","Kituba (Congo)",-4.15654,14.5648
"614","kitu1246","atla1278","Kituba (Democratic Republic of Congo)",-2.29601,17.1548
"615","kiza1239","atla1278","Kizamani",10.16457,8.26269
"616","kobi1241","atla1278","Kobiana",13.5269,-14.4527
"617","kohu1244","atla1278","Kohumono",5.92596,7.96202
"618","koke1240","atla1278","Koke",10.6829,18.4121
"619","koko1267","atla1278","Kokola",-16.2681,35.5767
"620","kolb1240","atla1278","Kolbila",8.26797,13.2707
"621","kolc1235","atla1278","Kol (Cameroon)",3.65994,12.8574
"622","koma1266","atla1278","Koma Ndera",8.70976,12.7282
"623","komc1235","atla1278","Kom (Cameroon)",6.2596,10.3348
"624","komo1260","atla1278","Komo (Democratic Republic of Congo)",-0.76333,26.7144
"625","konk1269","atla1278","Konkomba",9.82224,0.2783
"626","konn1242","atla1278","Konni",10.2368,-1.54376
"627","kono1264","atla1278","Kono (Nigeria)",10.436,8.32193
"628","kono1265","atla1278","Konongo-Ruwila",-6.51503,32.1803
"629","konz1239","atla1278","Konzo",0.32395,29.8696
"630","koon1244","atla1278","South-Central Koongo",-5.57722,14.4771
"631","koon1245","atla1278","Koonzime",3.25933,13.54152
"632","koro1298","atla1278","Koromfé",14.046,-1.96187
"633","koro1304","atla1278","Korop",5.16206,8.80859
"634","koro1323","atla1278","Koro Nulu",9.24181,7.29786
"635","koro1324","atla1278","Koro Zuba",9.1006,7.21391
"636","kosh1246","atla1278","Koshin",6.5817,10.299
"637","kota1272","atla1278","Kotafon Gbe",6.64027,1.72346
"638","kota1274","atla1278","Kota (Gabon)",1.016,13.97
"639","koti1238","atla1278","Koti",-16.4823,39.7602
"640","koyo1242","atla1278","Koyo",-0.69688,15.7508
"641","kpag1238","atla1278","Kpagua",4.96154,20.1584
"642","kpal1241","atla1278","Kpala",4.51093,20.3108
"643","kpan1246","atla1278","Kpan",7.58343,10.1642
"644","kpas1242","atla1278","Kpasam",8.75286,11.231
"645","kpat1246","atla1278","Kpati",7.25286,9.97669
"646","kpes1238","atla1278","Kpessi",8.05471,1.21078
"647","kpla1238","atla1278","Kplang",8.06653,-0.80295
"648","krac1238","atla1278","Krache",7.93475,0.01925
"649","krim1238","atla1278","Krim",7.24116,-11.8393
"650","krob1245","atla1278","Krobu",5.86161,-4.47739
"651","kuan1247","atla1278","Kuanyama",-17.7176,16.58
"652","kudu1241","atla1278","Kudu-Camo",11.0819,9.07725
"653","kuga1239","atla1278","Gengle-Kugama",8.91972,12.12947
"654","kugb1241","atla1278","Kugbo",4.72951,6.56333
"655","kuke1242","atla1278","Kukele",6.70286,8.39343
"656","kukk1239","atla1278","Kuk",6.43762,10.1841
"657","kulu1255","atla1278","Kulung (Nigeria)",9.20815,11.04651
"658","kumb1238","atla1278","Kumba",8.82122,12.04155
"659","kund1255","atla1278","Chikunda",-15.7337,30.2804
"660","kung1260","atla1278","Kung",6.53881,10.2073
"661","kuny1238","atla1278","Kunyi",-3.69702,12.5197
"662","kuoo1238","atla1278","Kuo",7.97771,15.4843
"663","kupa1238","atla1278","Kupa",8.48437,6.35806
"664","kura1248","atla1278","Kura Ede Nago",9.43401,1.49505
"665","kura1249","atla1278","Kurama",10.4766,7.93507
"666","kuri1259","atla1278","Kuria",-1.50636,34.5049
"667","kurm1245","atla1278","Kurmin Dangana",9.6,7.916667
"668","kusa1250","atla1278","Kusaal",10.9703,-0.38756
"669","kusu1252","atla1278","Kusu",-3.61459,25.2923
"670","kute1248","atla1278","Kutep",7.07479,10.0916
"671","kutu1262","atla1278","Kuturmi",10.1485,7.96524
"672","kutu1263","atla1278","Kutu",-7.23789,37.8623
"673","kuva1244","atla1278","Kuvale",-15.3065,12.7148
"674","kuwa1246","atla1278","Kuwaataay",12.48255,-16.74835
"675","kwaa1262","atla1278","Baa",9.42222,11.4439
"676","kwaa1265","atla1278","Kwa'",4.88273,10.3453
"677","kwaj1242","atla1278","Kwaja-Ndaktup",6.650434,11.06
"678","kwak1266","atla1278","Kwakum",4.34393,13.6446
"679","kwam1250","atla1278","Kwami",-1.53712,27.4633
"680","kwam1251","atla1278","Kwambi",-18.0339,15.7294
"681","kwan1273","atla1278","Kwangali",-17.9026,19.256
"682","kwan1276","atla1278","Kwanja",6.30293,11.6931
"683","kwan1289","atla1278","Kwandu",-13.80147,13.11922
"684","kwas1243","atla1278","Kwasio",2.39354,10.0812
"685","kway1241","atla1278","Kwaya",-1.80737,33.71
"686","kwer1261","atla1278","Kwere",-6.50666,38.4449
"687","kwes1244","atla1278","Kwese",-5.60445,18.5759
"688","kyak1243","atla1278","Kyak",9.51524,11.2785
"689","laal1241","atla1278","Láá Láá Bwamu",11.6524,-3.17735
"690","laar1238","atla1278","Laari",-4.25,14.9
"691","labi1245","atla1278","Labir",10.4847,9.59527
"692","laim1240","atla1278","Laimbue",6.28158,10.1427
"693","lala1261","atla1278","Lala-Roba",9.89429,12.169
"694","lala1264","atla1278","Lala-Bisa",-12.945,30.2297
"695","lali1242","atla1278","Lalia",-1.11711,23.3634
"696","lama1275","atla1278","Lama (Togo)",8.66954,0.833293
"697","lamb1271","atla1278","Lamba",-12.3366,27.9026
"698","lamb1272","atla1278","Lambya",-9.49372,33.15852
"699","lame1257","atla1278","Lame",10.7229,8.78768
"700","lamj1245","atla1278","Lamja-Dengsa-Tola",8.63772,12.1644
"701","lamn1239","atla1278","Lamnso'",6.39743,11.0684
"702","land1256","atla1278","Landoma",10.8753,-14.0895
"703","lang1318","atla1278","Langbashe",4.87523,20.109
"704","lang1320","atla1278","Langi",-4.71413,35.9517
"705","lart1238","atla1278","Larteh",5.9367,-0.07822
"706","laru1238","atla1278","Laru (Nigeria)",10.5756,4.43514
"707","lebu1234","atla1278","Lebu Wolof",14.7456291324,-17.490288
"708","leel1242","atla1278","Leelau",9.29145,11.1636
"709","lefa1242","atla1278","Lefa",5.05845,11.114
"710","lega1249","atla1278","Lega-Shabunda",-3.83196,27.1424
"711","lega1250","atla1278","Lega-Mwenga",-3.39007,28.2621
"712","legb1242","atla1278","Legbo",6.02645,7.98385
"713","leha1242","atla1278","Lehar",14.9387,-16.8816
"714","lele1264","atla1278","Lelemi",7.34549,0.50746
"715","lele1265","atla1278","Lele (Democratic Republic of Congo)",-4.94672,20.5674
"716","lemo1242","atla1278","Lemoro",10.4366,8.70513
"717","leng1258","atla1278","Lengola",-1.95874,25.3343
"718","lenj1248","atla1278","Lenje",-14.7192,28.2581
"719","leny1238","atla1278","Lenyima",6.00131,8.28951
"720","lere1241","atla1278","Lere",10.4789,8.93337
"721","leti1245","atla1278","Leti (Cameroon)",4.57457,11.405
"722","leyi1238","atla1278","Leyigha",5.98832,8.20861
"723","libi1244","atla1278","Libinza",1.97729,18.8886
"724","lige1238","atla1278","Ligenza",2.86168,22.4936
"725","liji1238","atla1278","Lijili",8.52193,8.35562
"726","lika1243","atla1278","Liko",2.13777,27.6088
"727","liki1240","atla1278","Balobo",1.75106,19.0222
"728","liku1242","atla1278","Likuba",-1.27931,16.4702
"729","likw1239","atla1278","Likwala",-0.48981,16.5967
"730","lima1246","atla1278","Limassa",2.26808,16.1874
"731","limb1268","atla1278","Limbum",6.58608,10.9802
"732","ling1263","atla1278","Kinshasa Lingala",-4.409174,15.28532
"733","lito1235","atla1278","Litoka",2.69,19.24
"734","liwe1234","atla1278","Liwengi",-9.58491,35.12116
"735","loba1239","atla1278","Lobala",2.04881,18.3667
"736","lobi1245","atla1278","Lobi",9.96122,-3.336
"737","logb1245","atla1278","Ikpana",6.92838,0.43068
"738","logo1258","atla1278","Logooli",0.09487,34.729
"739","loka1252","atla1278","Lokaa",5.91483,8.0933
"740","lolo1261","atla1278","Lolo",-17.0232,35.9451
"741","loma1258","atla1278","Loma (Côte d'Ivoire)",9.40172,-3.47051
"742","lomb1260","atla1278","Lombo",0.88267,24.6862
"743","lomw1241","atla1278","Mozambique Lomwe",-16.0381,37.2437
"744","long1387","atla1278","Longto",8.33313,13.0568
"745","long1389","atla1278","Longuda",9.75787,11.8378
"746","lonz1238","atla1278","Lonzo",-4.61444,16.7259
"747","looo1238","atla1278","Loo",9.4066,11.0511
"748","lopa1238","atla1278","Lopa",10.3756,4.67396
"749","lozi1239","atla1278","Lozi",-17.7052,24.7398
"750","luba1249","atla1278","Luba-Lulua",-5.72717,22.4422
"751","luba1250","atla1278","Luba-Katanga",-8.2816,25.8918
"752","lubi1238","atla1278","Lubila",5.46011,8.29204
"753","luch1239","atla1278","Luchazi",-14.0648,22.2437
"754","lucu1238","atla1278","Lucumi",22.9514,-82.441
"755","lufu1237","atla1278","Lufu",7.25555,10.9499
"756","lugu1238","atla1278","Luguru",-6.86828,37.5557
"757","luim1238","atla1278","Luimbi",-11.2221,17.5385
"758","lukp1238","atla1278","Lukpa",9.51949,1.66954
"759","lumb1249","atla1278","Lumbu",-3.37917,11.124
"760","luna1244","atla1278","Luna",-5.08693,23.5426
"761","lund1266","atla1278","Lunda",-11.1793,23.8662
"762","luoc1235","atla1278","Luo (Cameroon)",5.9072,9.91259
"763","luse1252","atla1278","Lusengo",0.16988,18.3991
"764","luva1239","atla1278","Luvale",-13.5382,22.2924
"765","luya1241","atla1278","Luyi",-15.01,22.67
"766","lwal1238","atla1278","Lwalu",-7.16388,22.1097
"767","lwan1234","atla1278","Lwanzali",-9.3404,35.27635
"768","lwel1234","atla1278","Lwel",-4.38475,20.6314
"769","lyel1241","atla1278","Lyélé",12.4305,-2.59229
"770","maas1239","atla1278","Maasina Fulfulde",11.1324,-3.64763
"771","maba1270","atla1278","Mabaale",2.11942,20.8759
"772","mach1265","atla1278","Machinga",-9.37101,39.4268
"773","mach1266","atla1278","Machame",-3.29385,37.0703
"774","mada1282","atla1278","Mada (Nigeria)",9.02294,8.34119
"775","made1252","atla1278","Ma (Democratic Republic of Congo)",3.69351,26.9939
"776","magh1238","atla1278","Mághdì",9.2888,11.0232
"777","mago1246","atla1278","Magoma",-9.23498,33.9826
"778","maho1248","atla1278","Mahongwe",0.64356,14.0472
"779","main1272","atla1278","Maindo",-18.3143,36.5941
"780","maka1304","atla1278","Makaa",4.15471,13.0789
"781","maka1325","atla1278","Makanjaula",-9.52396,34.79638
"782","makh1260","atla1278","Makhuwa-Shirima",-14.251,36.5249
"783","makh1261","atla1278","Makhuwa-Meetto",-11.9553,38.6874
"784","makh1262","atla1278","Makhuwa-Marrevone",-16.9394,39.1203
"785","makh1264","atla1278","Makhuwa",-14.8509,38.8052
"786","makh1265","atla1278","Makhuwa-Moniga",-17.294,38.093
"787","makh1266","atla1278","Makhuwa-Saka",-13.6443,39.5323
"788","makn1235","atla1278","Mak (Nigeria)",9.37299,11.1337
"789","mako1251","atla1278","Makonde",-10.9906,39.5133
"790","makw1236","atla1278","Makwe",-10.4673,40.0274
"791","mala1256","atla1278","Malawi Lomwe",-15.56729,35.43347
"792","mala1475","atla1278","Malawi Sena",-16.6183,34.991
"793","malb1235","atla1278","Malba Birifor",9.78465,-2.90623
"794","mali1279","atla1278","Malila",-9.16619,33.339
"795","mali1280","atla1278","Malimba",3.67696,9.67186
"796","mama1271","atla1278","Mamara Senoufo",12.4871,-5.28245
"797","mama1272","atla1278","Mama",8.8062,8.78601
"798","mamb1294","atla1278","Mambai",9.6121,14.0013
"799","mamb1296","atla1278","Mambwe-Lungu",-8.86817,31.2269
"800","mamp1244","atla1278","Mampruli",10.3884,-0.74675
"801","mand1419","atla1278","Mandjak",12.829,-15.9217
"802","mand1423","atla1278","Manda-Matumba",-10.3991,34.7424
"803","mang1387","atla1278","Mangayat",8.38023,25.9024
"804","mani1294","atla1278","Manigri-Kambolé Ede Nago",8.83338,1.69523
"805","mank1251","atla1278","Mankanya",12.2615066667,-15.74389
"806","mans1259","atla1278","Mansoanka",12.8218,-15.9202
"807","mant1267","atla1278","Manta",6.0213,9.59489
"808","many1258","atla1278","Manyika",-18.1927,32.8052
"809","many1259","atla1278","Manyawa",-16.4963,36.8459
"810","manz1243","atla1278","Manza",6.51218,18.7935
"811","maor1244","atla1278","Maore Comorian",-12.830306,45.154942
"812","mara1392","atla1278","Marama",0.19,34.49
"813","mara1393","atla1278","Marachi",0.34,34.22
"814","mare1260","atla1278","Marenje",-16.2129,35.7425
"815","masa1299","atla1278","Masaaba",1.05906,34.2829
"816","mash1267","atla1278","Mashi (Zambia)",-16.7256,22.5983
"817","mash1269","atla1278","Mashi (Nigeria)",6.91719,10.2778
"818","mate1258","atla1278","Matengo",-11.554,35.0056
"819","matu1259","atla1278","Matumbi",-8.53734,39.0409
"820","maxi1236","atla1278","Maxi Gbe",7.57292,1.78181
"821","maye1238","atla1278","Mayeka",4,24
"822","mayo1261","atla1278","Mayogo",2.79827,27.8282
"823","mbaa1245","atla1278","Mba",1.06885,25.143
"824","mbal1255","atla1278","Central Wambo",-17.578884,16.027517
"825","mbal1257","atla1278","Mbala",-5.11888,18.041
"826","mban1262","atla1278","Mbangi",4.69967,22.06451
"827","mban1263","atla1278","Mbandja",3.98003,19.4455
"828","mban1264","atla1278","Mbangala",-9.15592,17.4086
"829","mban1268","atla1278","Mbangwe",-2.28729,13.5956
"830","mbat1247","atla1278","Mbato",5.34421,-3.70421
"831","mbat1248","atla1278","Mbati",3.94184,17.7529
"832","mbee1249","atla1278","Mbe",6.57067,8.82998
"833","mbee1250","atla1278","Mbe'",6.25838,11.0906
"834","mbel1240","atla1278","Mbelime",10.4532,0.95645
"835","mber1257","atla1278","Mbere-Mbamba",-0.477445,14.2877
"836","mbes1238","atla1278","Mbesa",1.6207,22.8389
"837","mbes1239","atla1278","Mbessa",6.31,10.407
"838","mboc1235","atla1278","Mbo (Cameroon)",5.13981,9.92766
"839","mbod1238","atla1278","Mbo (Democratic Republic of Congo)",1.11602,28.018
"840","mboi1246","atla1278","Mboi",9.86954,12.545
"841","mbok1243","atla1278","Mboko",0.43541,14.7935
"842","mbol1247","atla1278","Mbole",-0.57181,24.0443
"843","mbon1252","atla1278","Mbonga",5.7517,13.6471
"844","mbon1253","atla1278","Mbongno",6.82543,11.1316
"845","mbos1242","atla1278","Mbosi",-1.23019,15.5322
"846","mbow1246","atla1278","Mbowe",-14.2941,23.9819
"847","mbre1244","atla1278","Mbre",8.20929,-5.72944
"848","mbug1240","atla1278","Mbugu",-4.72863,38.3519
"849","mbug1242","atla1278","Mbugwe",-3.75763,35.8133
"850","mbuk1240","atla1278","Mbukushu",-17.6827,22.5026
"851","mbuk1244","atla1278","Mbuk",6.535575,10.415141
"852","mbul1258","atla1278","Mbulungish",10.8553,-14.7372
"853","mbul1260","atla1278","Mbula-Bwazza",9.60769,12.2439
"854","mbul1262","atla1278","Mbule",4.50635,10.9924
"855","mbum1254","atla1278","Mbum",7.5789,14.2722
"856","mbun1248","atla1278","Mbunga",-8.19661,36.5362
"857","mbun1249","atla1278","Mbunda",-14.603,21.9768
"858","mbuu1238","atla1278","Ajumbu",6.53792,10.2556
"859","mbwe1238","atla1278","Mbwela",-13.3267,18.2243
"860","medu1238","atla1278","Medumba",5.10901,10.6118
"861","mend1261","atla1278","Mendankwe-Nkwen",6.00034,10.2307
"862","meng1263","atla1278","Mengisa",4.5932,11.3947
"863","meng1264","atla1278","Mengaka",5.71399,10.3377
"864","menk1238","atla1278","Menka",5.94639,9.69161
"865","meru1245","atla1278","Meru",0.26484,37.7396
"866","mesa1245","atla1278","Mesaka",6.32679,9.8723
"867","meta1238","atla1278","Meta'",5.88942,9.87416
"868","mfin1238","atla1278","Mfinu",-4.26573,16.2559
"869","mfum1238","atla1278","Southern Mfumte",6.6,10.936386
"870","mids1243","atla1278","Mid-Southern Banda",5.87893,22.4666
"871","mika1256","atla1278","Mikaya-Bambengangale-Baluma",1.488279,15.951762
"872","ming1254","atla1278","Mingang Doso",9.25942,11.295
"873","mitu1240","atla1278","Mituku",-1.57031,25.104
"874","miyo1238","atla1278","Miyobe",9.94366,1.33302
"875","mlom1238","atla1278","Mlomp",12.8318,-16.5383
"876","mmaa1238","atla1278","Mmaala",4.52188,11.0599
"877","mmen1238","atla1278","Mmen",6.43213,10.2541
"878","moba1244","atla1278","Moba",10.9496,0.159565
"879","moch1256","atla1278","Mochi",-3.33743,37.3357
"880","moic1236","atla1278","Moi (Congo)",-1.72413,16.4556
"881","moin1241","atla1278","Moingi",1.20615,23.5035
"882","moko1243","atla1278","Mokole",11.0438,3.05998
"883","mokp1238","atla1278","Mokpa",-1.95077,25.043698
"884","mokp1239","atla1278","Mokpwe",4.24178,9.23887
"885","mole1238","atla1278","Molengue",1.3718,9.61289
"886","momj1237","atla1278","Mom Jango",8.8658,12.7473
"887","mong1338","atla1278","Mongo",-1.54228,20.4259
"888","mong1345","atla1278","Mongoba-Kazibati",2.80983,29.5637
"889","mono1269","atla1278","Mono (Cameroon)",8.78372,14.2254
"890","mono1270","atla1278","Mono (Democratic Republic of Congo)",4.57915,19.8264
"891","monz1249","atla1278","Monzombo",3.19008,18.5129
"892","mooo1239","atla1278","Moo",9.44081,11.204
"893","moss1236","atla1278","Mossi",11.95,-1.32
"894","moza1251","atla1278","Mozambican Ngoni",-12.923,38.892
"895","mpam1239","atla1278","Mpama",-0.739203,17.685662
"896","mpie1238","atla1278","Mpiemo",3.45776,15.5246
"897","mpin1234","atla1278","Mpinda",-10.76,13.72
"898","mpon1254","atla1278","Mpongmpong",3.14015,14.866
"899","mpot1240","atla1278","Mpoto",-11.13767,34.71269
"900","mpra1235","atla1278","Mpra",8.867,-1.25
"901","mpuo1241","atla1278","Mbuun",-5.21134,19.4269
"902","mund1325","atla1278","Mundang",9.83195,14.4751
"903","mund1326","atla1278","Mündü",4.22755,29.9967
"904","mund1327","atla1278","Mundani",5.68073,9.91533
"905","mund1328","atla1278","Mundabli-Mufu",6.59969,10.2704
"906","mung1266","atla1278","Mungaka",5.89752,10.0294
"907","mush1238","atla1278","Mushungulu",0.00689,42.6626
"908","mvan1238","atla1278","Mvano",6.75724,11.1843
"909","mwal1237","atla1278","Mwali Comorian",-12.3164,43.741
"910","mwan1247","atla1278","Mwani",-12.5821,40.4601
"911","mwen1238","atla1278","Mwenyi",-14.73379,22.45046
"912","mwer1247","atla1278","Mwera (Nyasa)",-11.3304,34.8959
"913","mwer1248","atla1278","Mwera (Chimwera)",-9.75639,38.8762
"914","mwes1234","atla1278","Mwesa",0.086134,13.30037
"915","mwim1241","atla1278","Mwimbi-Muthambi",-0.11968,37.5939
"916","mwin1241","atla1278","Mwini",0.93435,43.56061
"917","myen1241","atla1278","Myene",-1.48741,9.50247
"918","nabi1240","atla1278","Nabit",10.857778,-0.671111
"919","nafa1258","atla1278","Nafanan",8.00522,-2.51001
"920","nagu1244","atla1278","Nagumi",8.7162,13.4264
"921","naki1238","atla1278","Naki",6.62784,10.2378
